1. K.I.  [カーナビ神]    [スターダスト@岡山県@中国] Score: 1573000000 
537. 0_0  [がっかリンカちゃん]    [ＣＬＵＢＳＥＧＡ名古屋伏見@愛知県@東海] Score: 1271208413 
538. ZUNPAPA  [初代ANTHEM]    [タイトーステーション所沢店@埼玉県@関東] Score: 1270843577 
539. IRUKA  [十人の話を同時に聞くことが出来る女神]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1270072926 
540. DJ+87GT  [強欲の魔法使い]    [タイトーステーション町田店@東京都@関東] Score: 1269341509 
541. pr0se  [ウンディーネ]    [ROUND1(FOX VALLEY MALL)@America@海外] Score: 1269288464 
542. Nakagawa  [踊る骸骨]    [ＣＬＵＢＳＥＧＡ綱島@神奈川県@関東] Score: 1268486420 
543. OZU  [おぜう]    [アルプラザボウル鯖江@福井県@北陸] Score: 1268056672 
544. YUZUSOFT  [Get down everybody!]    [ｎａｍｃｏＷシティ南熊本店@熊本県@九州] Score: 1266611616 
545. DHAL  [I love STG]    [秋葉原ＧｉＧＯ@東京都@関東] Score: 1266521833 
546. CHOMOKO  [「幼女の世界」]    [セガワールド多治見@岐阜県@東海] Score: 1264432370 
547. BBC  [GROOVER]    [ラウンドワン武蔵村山店@東京都@関東] Score: 1263398350 
548. KANATA  [絶望]    [アミパラがいな店@鳥取県@中国] Score: 1262999519 
549. PURAMU  [CHRONO KING Ver.2.0]    [プレビ劇場ＩＳＥＳＡＫＩ@群馬県@関東] Score: 1262949715 
550. @_@l<  [I LOVE リズムゲーム]    [コムテックタワー@愛知県@東海] Score: 1262645449 
551. NasKa  [GROOVER]    [アピナ佐久インター店@長野県@信越] Score: 1261782548 
552. GraNX999  [おにぎりむしゃ～り！]    [トヤマ　レジャーランド　呉羽店@富山県@北陸] Score: 1260781252 
553. Toul  [玄武]    [スタジオプリモ甲府店@山梨県@関東] Score: 1260213322 
554. UWAAZ  [不可能を可能にする者]    [ラウンドワン新開地店@兵庫県@近畿] Score: 1259285458 
555. ATMField  [裏切り神]    [タイトーあべのアポロ店@大阪府@近畿] Score: 1257379123 
556. Galax  [懺悔の時間です！]    [神奈川レジャーランド厚木店@神奈川県@関東] Score: 1256974378 
557. Shiba  [メカクシ団]    [アミューズメントエース津田沼店@千葉県@関東] Score: 1256931973 
558. CO-kichi  [仙符「日出ずる処の天子」]    [セガワールド北山形@山形県@東北] Score: 1256658153 
559. TANJ  [GAME MUSIC TRIANGLER]    [タイトーあべのアポロ店@大阪府@近畿] Score: 1256356058 
560. 3345678  [メイド先生]    [YOUNG KEY PARADISE(DATONG)@Taiwan@海外] Score: 1255819575 
561. XER0  [ECLIPSES EYE]    [MOFUN GAME CENTER@Korea@海外] Score: 1255126804 
562. NORANEKO  [歌って踊れるゲーマーアイドル]    [セガ松山@愛媛県@四国] Score: 1254975947 
563. ENBI-N  [God hive of Ra]    [ゲームフェスタミタマ@青森県@東北] Score: 1254179862 
564. Cukr  [SUNRISE]    [ラウンドワン津・高茶屋店@三重県@東海] Score: 1253659070 
565. Ti@+4T23  [永遠に紅い幼き月]    [タイトー小田原シティーモール店@神奈川県@関東] Score: 1253022234 
566. METAL+  [WARNING!!]    [ラッキー西千葉店@千葉県@関東] Score: 1252371121 
567. GESUKO  [二次元神]    [埼玉レジャーランド春日部店@埼玉県@関東] Score: 1252262968 
568. NETABARE  [I am King]    [ポート２４八事店@愛知県@東海] Score: 1251994036 
569. *SIU-YU*  [秘弾「そして誰もいなくなるか？」]    [GAMEZONE(MONG KOK)_h@Hong Kong@海外] Score: 1251736955 
570. kamemo>@  [全都道府県グルメ完食]    [タイトーステーション金沢店@石川県@北陸] Score: 1251526742 
571. 5/7  [ﾆｼﾞｵﾀｺﾐｭｼｮｰﾋｷﾆｰﾄ]    [タイトーステーション町田店@東京都@関東] Score: 1251143931 
572. Noeleve  [全知全能の神]    [スペースファンタジーインフィニ@青森県@東北] Score: 1251010291 
573. PONTA-X  [はじめてのぐるこす]    [ゲームスポット　アップル@富山県@北陸] Score: 1250370862 
574. HAM  [WARNING!!]    [ラウンドワン奈良店@奈良県@近畿] Score: 1249483358 
575. DENPUN  [セクシーポリティシャン]    [四日市アミューズメントパーク@三重県@東海] Score: 1249127280 
576. daichi  [ノルニル神]    [アテナ日本橋@大阪府@近畿] Score: 1245564005 
577. TSUBASA  [超COOL!]    [セガ秋葉原１号館@東京都@関東] Score: 1243766058 
578. PPPAAYA  [旅人]    [タイトーステーション梅三小路店@大阪府@近畿] Score: 1241848540 
579. CAUTION!  [GHOST]    [キングジョイ@愛知県@東海] Score: 1241811287 
580. rm+-rf+/  [ふわっふわ15歳]    [Ｈｅｙ@東京都@関東] Score: 1240861915 
581. LDT_JACK  [STARLIGHT GOD]    [TOM'S(YILAN MINSHENG)@Taiwan@海外] Score: 1239610326 
582. nEkO?  [アルカノイドvsインベーダーゴッド]    [タイトーステーション青森アムゼ@青森県@東北] Score: 1238692771 
583. INDEX  [普通の魔法使い]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1238420232 
584. BLAZE283  [世界で一番宇宙で銀河]    [タイトー仙台クリスロード店@宮城県@東北] Score: 1238287184 
585. IB  [INFINITY]    [EX10(MBK)@Thailand@海外] Score: 1238286775 
586. 43  [「幼女の世界」]    [タイトー海老名ビナウォーク店@神奈川県@関東] Score: 1237413291 
587. Flaxer#  [無名の王]    [DIBEIBAO(GUOBIN)@Taiwan@海外] Score: 1237000681 
588. KEITA_KU  [ふたつのARIA]    [メジャーゲーム館@新潟県@信越] Score: 1236127722 
589. waharu  [一人じゃないんだ]    [神奈川レジャーランド厚木店@神奈川県@関東] Score: 1236103983 
590. DANDANDA  [Tell Your God]    [タイトーアリオ松本店@長野県@信越] Score: 1235280237 
591. ToKi  [わーい！]    [アミューズメントエース津田沼店@千葉県@関東] Score: 1233675321 
592. HERI  [絶望ゴッド]    [タイトーステーション立川北口店@東京都@関東] Score: 1232804533 
593. EVA  [MikuMikuKing]    [タイトーＦステーション博多店@福岡県@九州] Score: 1231185063 
594. MarioLT  [LINK KING]    [アピナ松本店@長野県@信越] Score: 1231173697 
595. TAKACHAN  [アルカノイドvsインベーダーキング]    [ＣＬＵＢＳＥＧＡ自由ヶ丘@東京都@関東] Score: 1230937010 
596. Kirby#64  [青龍]    [DIBEIBAO(GUOBIN)@Taiwan@海外] Score: 1230462839 
597. nagaitoR  [I love "Flakes"]    [ラウンドワン高津店@神奈川県@関東] Score: 1230417903 
598. ITODA  [そんなんARIKA]    [楽市楽座イオンモール扶桑店@愛知県@東海] Score: 1229761340 
599. KUROBARA  [神術「吸血鬼幻想」]    [ビッグバン釧路@北海道@北海道] Score: 1229195744 
600. KOTA-2  [我が駆るは、天翔る鉄騎兵]    [タイトー　錦糸町楽天地店@東京都@関東] Score: 1227816726 
********************************************************************************************
601. Yize  [わわわわーにん！]    [サードプラネットＢｉＶｉ沼津店@静岡県@東海] Score: 1225802464 
602. IKU*LEA  [第三回天下一音ゲ祭 ファイナリスト]    [セガワールド龍ヶ崎@茨城県@関東] Score: 1223581514 
603. KENTA*  [二息神]    [プラサカプコン甲府店@山梨県@関東] Score: 1223223286 
604. Nitro  [Linear King]    [MOFUN SEOUL@Korea@海外] Score: 1222810801 
605. prn  [LINK CARNIVAL]    [ゲームパドック＋１古河店@茨城県@関東] Score: 1222789208 
606. KATSUKI  [わわわわーにん！]    [ｎａｍｃｏ梅田店@大阪府@近畿] Score: 1221869095 
607. IST-GC3L  [I love でんぱ組.inc]    [セガ弘前@青森県@東北] Score: 1221439504 
608. kt_flcl  [星の歌姫]    [MOFUN SEOUL@Korea@海外] Score: 1221268469 
609. Spica.  [StargazeR GoD]    [ｎａｍｃｏ梅田店@大阪府@近畿] Score: 1221204616 
610. Ogi  [StargazeR GoD]    [ウェアハウス川崎九龍城@神奈川県@関東] Score: 1221201244 
611. SKYWAVE+  [真・十万段]    [セガビバモール寝屋川@大阪府@近畿] Score: 1216617987 
612. clear  [LINK LINK GOD]    [ジャムジャム神栖店@茨城県@関東] Score: 1216415696 
613. Wokura  [RED ALERT]    [EX10(LADPRAO)@Thailand@海外] Score: 1215865205 
614. KIRITO  [サイエンスゴッド]    [STARMU GAME CENTER@Korea@海外] Score: 1215749094 
615. Sugi  [HONEY SUNRiSE MASTER]    [タイトーステーション柏店@千葉県@関東] Score: 1214947125 
616. NANARI  [I love "怪談「カーナビ」"]    [コムテックタワー@愛知県@東海] Score: 1214631802 
617. KasuKasu  [I love "Shadow"]    [プレイロットジョイ@東京都@関東] Score: 1213286787 
618. HARUHI  [世界を大いに盛り上げる女神]    [CHON SHING GAME CENTER@Hong Kong@海外] Score: 1212757197 
619. Genro!  [17K GOD]    [GAMEMASTER(PARIS VANJAVA)@Indonesia@海外] Score: 1212705208 
620. Lost@D  [GROOVER]    [アムネット五反田店@東京都@関東] Score: 1212225175 
621. Ellen  [I love "夢現"]    [セガ難波アビオン@大阪府@近畿] Score: 1212000054 
622. MAC  [全都道府県完全制覇]    [ｎａｍｃｏロブレ小山店@栃木県@関東] Score: 1211129853 
623. Ryota  [練習中]    [セガ伊勢@三重県@東海] Score: 1210414496 
624. Sefia  [ピュアヒューリーズ]    [シルクハット川崎ダイス@神奈川県@関東] Score: 1210348167 
625. KURORO*  [S級上杉謙信]    [タイトーステーション立川北口店@東京都@関東] Score: 1209862079 
626. trip  [東京勢]    [タイトーステーション池袋西口店@東京都@関東] Score: 1208140914 
627. Tetsuuuu  [コカトリス]    [あそＶＩＶＡ@京都府@近畿] Score: 1207750059 
628. HUURAi  [I LOVE バブルン]    [タイトーＢＩＧＢＯＸ高田馬場店@東京都@関東] Score: 1207026473 
629. O-YA  [岐阜勢]    [セガワールドアクアウォーク大垣@岐阜県@東海] Score: 1206415394 
630. HyoJJi!  [エース]    [ARCADE1@Korea@海外] Score: 1206080600 
631. vinter  [I love "魔法少女幸福論"]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1205309641 
632. muya-!?  [みんなのアイドル]    [セガワールド草津@滋賀県@近畿] Score: 1204498487 
633. Jun  [GOD]    [ＢＩＮＧＯ一関@岩手県@東北] Score: 1204348322 
634. Silly3  [すっごーい！]    [セガ池袋ギーゴ@東京都@関東] Score: 1202096704 
635. KAISEN  [意気揚々]    [ラウンドワン八王子店@東京都@関東] Score: 1201671020 
636. SASUBE  [Keep the King]    [ラウンドワン千日前店@大阪府@近畿] Score: 1201382297 
637. CHEN.  [フルボッコ先生]    [エムエムランド@東京都@関東] Score: 1200982428 
638. RICE  [初代SSS CLASS]    [ゲームコーナー東部@宮城県@東北] Score: 1200460962 
639. AQUASKY  [金色の異端児]    [ナムコランド　日向店@宮崎県@九州] Score: 1199631705 
640. ARROW  [Ｓ＋級ラーメン]    [ラウンドワン浜大津アーカス店@滋賀県@近畿] Score: 1198368882 
641. YTwwwww  [真・十兆段]    [VIRTUALAND(NEX)@Singapore@海外] Score: 1198301546 
642. ethyl  [31337先生]    [タイトーステーション大須店@愛知県@東海] Score: 1197871253 
643. Glosoli  [LINK PERFECT]    [タイトーステーション仙台名掛丁@宮城県@東北] Score: 1197276754 
644. MOLLY  [超シューティング神]    [タイトーステーション池袋西口店@東京都@関東] Score: 1195947584 
645. No7mo  [ドーモ、グルーヴァー=サン…]    [タイトーステーション町田店@東京都@関東] Score: 1195764274 
646. ENE*  [全都道府県完全制覇]    [ｎａｍｃｏ梅田店@大阪府@近畿] Score: 1195402908 
647. HiBiKi  [Ｓ＋級コーヒー]    [セガ赤羽@東京都@関東] Score: 1194834478 
648. AKIRA  [落ち着きなさNo.1]    [アピナ鈴鹿店@三重県@東海] Score: 1194591117 
649. GOMAmugi  [村人A]    [セガ幕張@千葉県@関東] Score: 1194381760 
650. ALICE  [閉じた恋の瞳]    [タイトーステーション戸塚西口店@神奈川県@関東] Score: 1194154222 
651. kyari  [秘弾「そして誰もいなくなるか？」]    [ハイテクランド　キューデン@東京都@関東] Score: 1193879249 
652. Reivan  [GROOVER]    [秋葉原ＧｉＧＯ@東京都@関東] Score: 1193740747 
653. LeonardH  [雷の系譜]    [アピナ松本店@長野県@信越] Score: 1193069210 
654. Taka+80  [むつごろうの蒲焼]    [アミューズメントエース津田沼店@千葉県@関東] Score: 1191457145 
655. Cree_Fry  [I love crossbeats REV. SUNRISE]    [GAME TOPIA@Korea@海外] Score: 1191268900 
656. Galette  [ジルバラードのエンジェル]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1191061172 
657. tnpopo!!  [どんつくどんつくどんつくどんつく]    [プレイランドキング七条店@京都府@近畿] Score: 1191012016 
658. Nico252*  [バジリスク]    [プラサカプコン石巻店@宮城県@東北] Score: 1190862621 
659. Xa<>_xx  [戦車女王]    [TOM'S(KAOHSIUNG LIUHE)@Taiwan@海外] Score: 1190242230 
660. TAKAHIRO  [Origin MASTER]    [ワンダーヴュー成田店@千葉県@関東] Score: 1189177437 
661. TRACE  [土着神の頂点]    [タイトー宇都宮ベルモール店@栃木県@関東] Score: 1188174038 
662. camnaven  [プラスチックセンセイ]    [タイトー仙台クリスロード店@宮城県@東北] Score: 1187142897 
663. YKL  [キャッチ・ザ・ハート]    [コムテックスクウェア@愛知県@東海] Score: 1186585725 
664. seki4ta  [OMAKENO Daiou]    [楽市楽座　イオンモール今治店@愛媛県@四国] Score: 1185695709 
665. !  [THE NINJA WARRIORS]    [タイトーＢＩＧＢＯＸ高田馬場店@東京都@関東] Score: 1185119435 
666. Hobble  [DIVINE MASTER]    [GAMEMASTER(PARIS VANJAVA)@Indonesia@海外] Score: 1185102494 
667. GXE10  [死欲の半霊]    [ピンクパンサー那珂店@茨城県@関東] Score: 1184329255 
668. BIGaaaaa  [King of groove frontier.]    [タイトーアミュプラザ鹿児島店@鹿児島県@九州] Score: 1183890356 
669. KARAMAKI  [わーい！]    [タイトーＢＩＧＢＯＸ高田馬場店@東京都@関東] Score: 1183130853 
670. WIND  [グリフォン]    [ゲームシティプラス川越店@埼玉県@関東] Score: 1183128272 
671. Mr.Z  [FEVER]    [EX10(MBK)@Thailand@海外] Score: 1183038916 
672. Esuka  [ヴァンパイア姫]    [セガ今市@栃木県@関東] Score: 1182661577 
673. FMNR  [ふたつのARIA]    [スーパーノバ天童@山形県@東北] Score: 1182437199 
674. MOCH  [ウミユリ神]    [ラウンドワンららぽーと湘南平塚@神奈川県@関東] Score: 1182068138 
675. tzw10430  [Linghtning god]    [キャッツアイ新札幌店@北海道@北海道] Score: 1181662695 
676. NEGIGAMO  [Shadow God]    [セガ幕張@千葉県@関東] Score: 1181227225 
677. E-Z1  [I love t+pazolite]    [ＡＭスポットドリームス@神奈川県@関東] Score: 1181146174 
678. SCFOPU  [I LOVE EDM]    [ｎａｍｃｏゆめタウン光の森店@熊本県@九州] Score: 1180538967 
679. Toaru  [＼ﾁｰﾝ／]    [ビーカム成沢店@山形県@東北] Score: 1180217296 
680. NGGFN  [レンかわいいよレン]    [TOM'S(TAOYUAN FE21)@Taiwan@海外] Score: 1180135864 
681. SATSUKI  [魔界帝王]    [タイトーラザウォーク甲斐双葉店@山梨県@関東] Score: 1179905609 
682. pt*fl153  [I LOVE バブルン]    [ナムコランド　イーアスつくば店@茨城県@関東] Score: 1179670419 
683. Y+zeki  [ヤタガラス・ゴッド]    [ユーズランド太田店@群馬県@関東] Score: 1178099585 
684. Lemi.  [I love "ミュージック・リボルバー"]    [ラウンドワン福岡天神店@福岡県@九州] Score: 1178052311 
685. MG*MOTHI  [魔法少女神]    [ラウンドワン京都伏見店@京都府@近畿] Score: 1177439315 
686. Ryusuke  [お断リンカちゃん]    [宗像シティボウル@福岡県@九州] Score: 1177214525 
687. jin  [会いたい神]    [セガ徳島スエヒロボウル@徳島県@四国] Score: 1176922359 
688. Hiver  [わーい！]    [ラウンドワン栃木・樋ノ口店@栃木県@関東] Score: 1176701942 
689. RIC  [STORM CAUSER]    [ファンタジスタ@岡山県@中国] Score: 1176685713 
690. KAGE  [I love "LINK LINK FEVER!!!"]    [ギガステーション戸田店@埼玉県@関東] Score: 1176003369 
691. YUSUKE  [死欲の半霊]    [ユーズランド下田店@青森県@東北] Score: 1175852170 
692. RedBunny  [幸福理論神]    [CHAMELEON AMUSEMENT(CHIAYI)@Taiwan@海外] Score: 1175685132 
693. *paripi*  [オツキミ神]    [ハイテクランドセガ渋谷@東京都@関東] Score: 1174783106 
694. T_TOSHI  [リヴァイアサン]    [アルティランド@広島県@中国] Score: 1174276897 
695. Rakkyo  [I love "Five to Seven"]    [イミグランデ上永谷店@神奈川県@関東] Score: 1173481282 
696. DEBU-KUN  [GREAT THING]    [アピナ富山南店@富山県@北陸] Score: 1173136261 
697. Anzu.F  [EXTREME]    [セガ秋葉原@東京都@関東] Score: 1171850809 
698. -------0  [不可能へ挑戦する者]    [アミューズメントエース津田沼店@千葉県@関東] Score: 1171529099 
699. YAICHI  [ストリーミングゴッド]    [楽市楽座イオンモール松本店@長野県@信越] Score: 1171413470 
700. Mary*  [純符「純粋な弾幕地獄」]    [ラウンドワン梅田店@大阪府@近畿] Score: 1171385701 
********************************************************************************************
701. Omeme8e  [萌えキュンソングを世界にお届け！]    [セガ小名浜@福島県@東北] Score: 1171239673 
702. Jun0009  [腹ぺこ]    [タイトーステーション池袋西口店@東京都@関東] Score: 1171109485 
703. KC_puz7  [タイトーLOVE]    [セガ水沢@岩手県@東北] Score: 1171011953 
704. Azure  [無名の王]    [ROUND1(LAKEWOOD)@America@海外] Score: 1170044197 
705. HIDE  [Ｎ・Ｅ・Ｍ・Ｕ・Ｇ・Ｏ・Ｄ]    [ジャムジャムひたちなか本店@茨城県@関東] Score: 1169274108 
706. Riznia  [Extra God]    [仙台レジャーランド一番町店@宮城県@東北] Score: 1167885661 
707. Rz_m4lly  [白金神]    [タイトーフジグラン北島店@徳島県@四国] Score: 1167493583 
708. Tyome  [ソウカイ・シックスゲイツ]    [ｎａｍｃｏ梅田店@大阪府@近畿] Score: 1167481303 
709. tsuok  [七転八起]    [タイトーステーション難波店@大阪府@近畿] Score: 1166768389 
710. KEY.MA  [Ｓ級鬼神]    [ラウンドワン鳴海店@愛知県@東海] Score: 1166430388 
711. ARUSU()  [GOD]    [セガ弘前@青森県@東北] Score: 1165749485 
712. KRNK  [どんつくどんつくどんつくどんつく]    [タイトーステーション南大沢店@東京都@関東] Score: 1165629877 
713. CONVERT  [悪魔の妹]    [ｎａｍｃｏＷシティ南熊本店@熊本県@九州] Score: 1165570672 
714. ARISU  [北海道勢]    [セガワールド館林@群馬県@関東] Score: 1165354493 
715. .torch  [Invader Disco大王]    [ラウンドワン横浜綱島店@神奈川県@関東] Score: 1165176194 
716. BASHI  [ゴッド=ファンクビート]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1164013283 
717. w@  [うー！がぉー！]    [ＳＥＧＡＡＲＥＮＡ中間@福岡県@九州] Score: 1163930437 
718. AiR-4sol  [Bright God]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1163902275 
719. ACES  [S+級マグロ]    [プラサカプコン吉祥寺店@東京都@関東] Score: 1163567499 
720. OBOBOAAA  [山の新人神様]    [プラサカプコン直方店@福岡県@九州] Score: 1163023919 
721. Touya  [THE BLUE MASTER]    [ラウンドワン横浜駅西口店@神奈川県@関東] Score: 1162954538 
722. uroco@99  [うー！がぉー！]    [タイトーあべのアポロ店@大阪府@近畿] Score: 1159722972 
723. PLATINUM  [十人の話を同時に聞くことが出来る女神]    [DIBEIBAO(GUOBIN)@Taiwan@海外] Score: 1158507166 
724. SkyFox  [S級明智光秀]    [TOM'S(KAOHSIUNG LIUHE)@Taiwan@海外] Score: 1157734927 
725. SftCmdQ  [お断ユメちゃん！]    [タイトーステーション上野アメ横@東京都@関東] Score: 1157223852 
726. MASAKAZU  [不可能を無にする者]    [スターダスト@岡山県@中国] Score: 1156984929 
727. Astel  [完全なる墨染の神]    [タイトーステーション秋葉原店@東京都@関東] Score: 1156854065 
728. Ryu  [ゴッド・オブ・ナイツ]    [サードプラネット横浜本店@神奈川県@関東] Score: 1156598834 
729. HAYATE  [東方六楽抄]    [ゲームズ　ＩＭＯＮ@東京都@関東] Score: 1156244170 
730. KOU  [メイド秘技「殺人ドール」]    [ＩＮＴＥＲ　ＰＡＲＫ　＋１@栃木県@関東] Score: 1155830540 
731. KATYO*  [幻想郷の神主]    [セガ松山@愛媛県@四国] Score: 1154928276 
732. Yanma  [Ｓ＋級餃子]    [アピナ長野川中島店@長野県@信越] Score: 1154231076 
733. M196  [五次元神]    [タイトーステーション弥富店@愛知県@東海] Score: 1154113622 
734. LDT-Cus  [LINK MASTER]    [TOM'S(YILAN MINSHENG)@Taiwan@海外] Score: 1153954858 
735. milk-T  [甘い甘い大王]    [スポラ九品寺@熊本県@九州] Score: 1153698017 
736. ruuna  [半人半霊の神]    [セガ松江@島根県@中国] Score: 1153663485 
737. TxiIL  [GHOST]    [楽市楽座イオンモール松本店@長野県@信越] Score: 1153043620 
738. SnowWeln  [G.T.]    [アミューズメントベネクス川崎店@神奈川県@関東] Score: 1152236862 
739. DOSAN*  [初PERFECT]    [ラウンドワン川崎大師店@神奈川県@関東] Score: 1151829699 
740. Caper  [世界で一番宇宙で銀河]    [セガワールドアルカス@東京都@関東] Score: 1151395718 
741. SHINDEN  [Chaos God]    [ＭＡＸＩＭ　ＨＥＲＯ@北海道@北海道] Score: 1151339559 
742. wirry+EX  [アドリブ村長]    [ｎａｍｃｏ中野店@東京都@関東] Score: 1151052270 
743. TLINE623  [和歌山勢]    [ｎａｍｃｏ梅田店@大阪府@近畿] Score: 1150380666 
744. cuberick  [練習中]    [タイトーステーション戸塚西口店@神奈川県@関東] Score: 1150095246 
745. GS*9*  [CERAMIC KING]    [セガ徳島スエヒロボウル@徳島県@四国] Score: 1149916414 
746. ZONE  [シンガポール勢]    [セガワールド出水@鹿児島県@九州] Score: 1149499085 
747. Anon  [無彩色大王]    [アムネット五反田店@東京都@関東] Score: 1149480533 
748. Z*  [風林火山]    [タイトーステーション秋葉原店@東京都@関東] Score: 1149457747 
749. LONGNEGI  [サティスリミ ゴッド]    [タイトーステーション船橋店@千葉県@関東] Score: 1149445932 
750. Raji  [CERAMIC GOD]    [ＩＮＴＥＲ　ＰＡＲＫ　＋１@栃木県@関東] Score: 1149377412 
751. BUUBEE  [ドーモ、グルーヴァー=サン…]    [タイトー　錦糸町楽天地店@東京都@関東] Score: 1149121903 
752. YUKINAGI  [無彩色神]    [ラウンドワンさいたま・上里店@埼玉県@関東] Score: 1148584778 
753. BLACKFLY  [I love STG]    [ＣＬＵＢＳＥＧＡ秋葉原新館@東京都@関東] Score: 1148397843 
754. OCHA  [駆け出し]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1147900673 
755. URYU  [全都道府県グルメ完食]    [モナコ川越店@埼玉県@関東] Score: 1147005449 
756. 23V-Bel  [第五ノ封印ヲ解放セシ者]    [ラくトス@東京都@関東] Score: 1146719606 
757. Na-Nya**  [□△×○先生]    [ゲームハウス　アリババ@岐阜県@東海] Score: 1146692378 
758. asa  [3EX]    [ｎａｍｃｏ中野店@東京都@関東] Score: 1146445902 
759. TAYYO+DP  [3EX]    [タイトーステーション秋葉原店@東京都@関東] Score: 1146346155 
760. MIKU.39  [I LOVE 巡音ルカ 2016]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1146022808 
761. Soahc@NN  [絶望]    [アムネット五反田店@東京都@関東] Score: 1145521534 
762. TenCha  [わんこそば]    [ゲームランド盛岡店@岩手県@東北] Score: 1144519271 
763. BLAZE  [ソウルメイト]    [ラウンドワン高知店@高知県@四国] Score: 1143245351 
764. NYANYA  [大金持ち]    [マックスプラザ善通寺@香川県@四国] Score: 1142214472 
765. HK-R  [I LOVE ZUNTATA]    [テクモピア伊丹店@兵庫県@近畿] Score: 1142043396 
766. YAIBA  [不可能へ挑戦する者]    [モリシア　アミューズパーク@千葉県@関東] Score: 1141695904 
767. HATHUNE  [morning god]    [タイトーＦステーション燕三条店@新潟県@信越] Score: 1140931644 
768. KANONE  [永遠の中二病]    [ギャラクシーゲート函館@北海道@北海道] Score: 1140299046 
769. DC  [ペガサス]    [タイトーステーション和光店@埼玉県@関東] Score: 1140097815 
770. momonoke  [りんご]    [ラウンドワン札幌すすきの店@北海道@北海道] Score: 1139728370 
771. O_____O  [Ｓ＋級チョコレート]    [RED HAT ELEPHANT(JHONGLI SOGO)@Taiwan@海外] Score: 1139720154 
772. TOEN  [HUNGRY GLUTTONS]    [ＭＡＸＩＭ　ＨＥＲＯ@北海道@北海道] Score: 1139338215 
773. EDAMAME  [Satisfiction God]    [セガワールド旭@千葉県@関東] Score: 1139062565 
774. Jindai  [God hive of Ra]    [タイトーステーション秋葉原店@東京都@関東] Score: 1138955698 
775. ruruki  [フィロソフィア神]    [タイトーステーション柏店@千葉県@関東] Score: 1136870109 
776. mdr  [わーい！]    [ピンクパンサー日立店@茨城県@関東] Score: 1136258565 
777. Un<hiKng  [クロビってる？]    [タイトーステーション池袋西口店@東京都@関東] Score: 1136109654 
778. DIKA  [Ｓ＋級うどん]    [ＣＬＵＢＳＥＧＡ自由ヶ丘@東京都@関東] Score: 1135509881 
779. LOCK  [紅蓮の愚流超神皇]    [ラウンドワン池袋店@東京都@関東] Score: 1134458617 
780. nakaparu  [変なTシャツヤロー]    [ＡＭパーク　ネバーランド２@神奈川県@関東] Score: 1134336753 
781. taku  [わぁい先生大好き]    [シルクハット川崎ダイス@神奈川県@関東] Score: 1134045022 
782. ZU  [クラーケン]    [タイトーステーション大須店@愛知県@東海] Score: 1133462373 
783. Re:Clear  [世界の傍観者]    [ラウンドワン町田店@東京都@関東] Score: 1133384266 
784. G8.inc  [練習中]    [DIBEIBAO(GUOBIN)@Taiwan@海外] Score: 1131391752 
785. Mogyugyu  [TANO*C KING]    [ISTANA PLAZA BANDUNG@Indonesia@海外] Score: 1130402801 
786. TAKE  [magnet god]    [ＡＭフィールド・バイヨン@埼玉県@関東] Score: 1130065314 
787. Re.Vive*  [GOD]    [楽市楽座イオンモール松本店@長野県@信越] Score: 1128763707 
788. EZ2ON  [S+級ネギトロ]    [MOFUN SEOUL@Korea@海外] Score: 1128710020 
789. AYATAKA  [Are you ready?]    [キャッツアイ手稲店@北海道@北海道] Score: 1128576527 
790. HL  [LINK LINK KING]    [アップル　グランリバー大井川店@静岡県@東海] Score: 1128152309 
791. JOTIO  [Burst GOD]    [ゲームパニック甲府@山梨県@関東] Score: 1126285400 
792. KiS@Me  [Chaos God]    [ＳＥＧＡＡＲＥＮＡ中間@福岡県@九州] Score: 1125628740 
793. SingleE  [Ｓ級少尉]    [ラウンドワン福岡天神店@福岡県@九州] Score: 1125489010 
794. Hiro  [I love "Blue Destiny Blue"]    [セガワールド船堀@東京都@関東] Score: 1123899131 
795. Ohyang  [宮城勢]    [ビーカム成沢店@山形県@東北] Score: 1123808138 
796. NYUDORA  [I love "MERLIN"]    [タイトーステーション大須店@愛知県@東海] Score: 1123779809 
797. mkt  [ケンタウロス]    [セガワールド尾西@愛知県@東海] Score: 1123322009 
798. HIROMU  [雷の系譜]    [タイトーステーション池袋西口店@東京都@関東] Score: 1122506924 
799. Sibatya  [漆黒の堕天使]    [ｎａｍｃｏ梅田店@大阪府@近畿] Score: 1121706062 
800. 8MA  [Sunglow God]    [ラッキー八千代店@千葉県@関東] Score: 1120741699 
********************************************************************************************
801. F-RAY-A  [超高校級の「ギャル」]    [ARCADE1@Korea@海外] Score: 1120581046 
802. JACK*  [PaⅢ.GOD]    [ナムコランド広島店@広島県@中国] Score: 1120263519 
803. ZANKURO  [がっかリンカちゃん]    [キャッツアイ新川店@北海道@北海道] Score: 1118618339 
804. BIGBANG  [世界の傍観者]    [TOM'S(TAINAN JHENGUANG)@Taiwan@海外] Score: 1118425581 
